col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,scores,anomaly
19.080000000000002,9.3,11.464001,225.0,190.2,194.9,200.2,205.1,52.94,44.712257,49.742596,0.04771063671396952,no
19.02,9.28,11.076,225.0,190.4,194.9,200.2,205.1,52.96,42.07821,49.49598,0.013173062808792046,no
19.12,9.26,11.593,225.0,190.4,194.9,200.1,205.1,52.980000000000004,30.222702,49.79192,-0.05948044194454338,yes
19.1,9.26,11.353001,225.0,190.3,195.2,200.1,205.0,52.980000000000004,38.556557,49.742596,-0.023977339858732627,yes
19.02,9.28,10.868001,225.0,190.2,195.2,200.0,205.0,52.92,42.947235,49.69327,0.06291272217282068,no
19.02,9.34,11.112,225.0,190.4,195.2,200.0,204.8,52.9,43.638172,49.619286,0.04932630511979086,no
19.02,9.38,11.017,225.0,190.4,195.2,200.0,204.8,52.9,44.414654,49.63162,0.03399444334332524,no
19.04,9.26,11.102,225.0,190.4,195.2,199.9,204.8,52.9,44.326077,49.79192,0.07652826835512394,no
19.04,9.24,11.214001,224.9,190.4,195.1,199.8,204.8,52.94,44.731617,49.84124,0.031544128714649566,no
19.06,9.28,11.253,225.2,190.1,195.1,199.8,204.8,52.9,44.76328,49.767258,0.05340328374453657,no
19.02,9.3,11.120001,225.2,190.0,195.2,199.8,204.8,52.86,40.266075,49.742596,-0.021324194994269963,yes
19.080000000000002,9.3,11.553,225.0,189.9,195.1,199.8,204.8,52.96,42.730026,49.80425,0.01664034772667322,no
19.02,9.28,11.088,224.9,189.9,195.1,199.9,204.8,52.9,43.703556,49.754925,0.04597128192271788,no
19.02,9.3,10.983001,225.2,189.6,195.1,199.9,204.9,52.88,44.352665,49.754925,0.006577109508565715,no
19.080000000000002,9.32,11.255,225.1,189.7,195.0,199.9,204.9,52.94,44.519463,49.767258,0.01864377355607516,no
19.02,9.28,11.031,225.0,189.6,195.0,199.9,204.9,52.88,44.939823,49.730263,0.04276763039930531,no
19.0,9.32,10.995001,224.9,189.7,195.0,199.9,204.9,52.86,30.076866,49.63162,-0.08668264662891179,yes
19.06,9.34,11.048,225.2,189.9,195.0,199.9,204.9,52.94,40.829163,49.717934,0.007678343161006129,no
19.04,9.3,10.962001,225.2,189.9,195.1,199.9,205.2,52.9,43.630524,49.742596,0.057673703670175325,no
19.02,9.32,11.026001,225.0,190.2,195.0,200.2,205.2,52.88,44.24013,49.65628,0.08261826684518409,no
19.06,9.22,11.249001,224.9,190.2,195.0,200.2,205.2,52.94,44.4244,49.717934,0.025832734549299463,no
19.02,9.26,10.837001,225.2,190.2,194.8,200.2,205.2,52.9,44.50737,49.606956,0.013883756103587275,no
19.04,9.3,11.0060005,225.1,190.4,194.7,200.2,205.2,52.9,44.96006,49.717934,0.04846106860731286,no
19.06,9.28,11.036,225.0,190.4,194.7,200.2,205.2,52.92,31.91391,49.594624,-0.003708898253917403,yes
19.04,9.32,11.115001,225.0,190.4,194.7,200.2,205.2,52.88,41.59687,49.66861,0.042751102620580406,no
19.04,9.28,11.124001,224.9,190.3,194.7,200.2,205.2,52.9,43.45482,49.717934,0.031916987174558376,no
19.080000000000002,9.28,11.345,224.9,190.1,194.7,200.2,205.2,52.96,44.248447,49.63162,0.006423045263410865,no
19.1,9.24,11.43,225.2,190.0,194.9,200.2,205.1,52.96,44.40775,49.742596,-0.027169963783507445,yes
19.04,9.32,11.112,225.2,189.7,194.9,200.1,205.1,52.9,44.403534,49.643948,0.046163549290567374,no
19.06,9.36,11.297001,225.0,189.7,194.9,200.1,205.1,52.92,44.708214,49.643948,0.05354711378499771,no
19.06,9.200000000000001,11.288,225.0,189.6,195.2,200.1,205.0,52.94,40.863266,49.680943,0.014879076166332661,no
19.0,9.38,10.927,225.0,189.9,195.2,200.0,204.8,52.86,39.973526,49.606956,-0.024956172402431753,yes
19.02,9.32,10.982,224.9,190.2,195.4,199.8,204.8,52.9,43.512077,49.619286,0.05075587455216196,no
19.02,9.38,11.031,224.9,190.2,195.4,199.8,204.8,52.92,44.063244,49.65628,0.022913702725094964,no
19.080000000000002,9.26,11.330001,225.2,190.2,195.4,199.8,204.8,52.94,44.351654,49.66861,0.01453760731324294,no
19.02,9.38,10.990001,225.0,190.2,195.4,199.8,204.8,52.9,44.355698,49.63162,0.03589245163722493,no
19.0,9.28,10.959001,225.0,190.4,195.4,199.8,204.8,52.88,45.000896,49.65628,0.02747707089132445,no
19.080000000000002,9.28,11.3880005,224.9,190.4,195.2,199.9,204.8,53.0,30.39627,49.80425,-0.049903432892202226,yes
19.04,9.26,11.199,225.2,190.3,195.1,199.9,204.9,52.94,38.445396,49.80425,0.030706871688480852,no
19.0,9.36,10.948001,225.1,189.9,195.1,199.9,204.9,52.9,42.15027,49.53297,0.02056703936522697,no
19.06,9.3,11.302001,225.0,189.9,195.0,199.9,204.9,52.92,43.44925,49.69327,0.11399692827678182,no
19.02,9.3,11.031,225.0,189.9,194.8,199.9,204.9,52.88,44.13229,49.66861,0.09423258452415606,no
19.04,9.34,10.973001,225.0,190.2,194.8,199.9,204.9,52.9,44.4079,49.643948,0.0925103328899205,no
19.04,9.34,10.973001,225.0,190.2,194.8,199.9,204.9,52.9,44.80543,49.63162,0.0838161968138113,no
19.0,9.38,10.792001,224.9,190.1,194.8,199.9,205.2,52.9,32.584743,49.483646,-0.0956373401012991,yes
19.080000000000002,9.36,11.233001,225.2,190.2,194.9,200.2,205.2,52.94,37.93255,49.606956,-0.019641158686532045,yes
19.080000000000002,9.32,11.314,225.2,190.0,194.9,200.2,205.2,52.96,41.704178,49.52064,-0.018735368877902392,yes
19.06,9.42,11.058001,225.0,189.7,194.9,200.2,205.2,52.92,43.309097,49.545303,0.012799111527479146,no
19.06,9.28,11.212001,225.2,189.7,194.9,200.2,205.2,52.9,43.92145,49.53297,0.01365327734630073,no
19.06,9.32,11.239,225.2,190.2,194.9,200.2,205.2,52.94,44.33527,49.66861,0.04679850432260463,no
19.02,9.34,10.946,225.1,190.1,194.9,200.2,205.2,52.88,44.415016,49.36034,0.005283262902895491,no
19.04,9.3,11.139001,225.0,189.9,194.9,200.2,205.2,52.92,44.83612,49.594624,0.08662248757133789,no
19.080000000000002,9.3,11.415001,225.0,190.2,194.9,200.2,205.2,52.94,37.955856,49.63162,0.03137073059914053,no
19.1,9.200000000000001,11.452001,225.0,190.1,194.9,200.2,205.2,52.980000000000004,39.14219,49.643948,-0.051689718262372786,yes
19.02,9.200000000000001,11.074,225.0,189.9,194.9,200.2,205.2,52.92,42.820816,49.53297,0.03489741316434847,no
19.02,9.36,11.113001,225.0,190.2,195.2,200.1,205.1,52.92,43.60098,49.63162,0.07301443938024987,no
19.02,9.38,10.955001,225.0,190.2,195.2,200.1,205.1,52.9,44.309464,49.56996,0.030229259575745737,no
19.04,9.26,11.068001,225.0,190.2,195.2,200.0,205.1,52.9,44.36489,49.66861,0.10913565211463389,no
19.04,9.26,11.068001,224.9,190.4,195.2,200.0,205.1,52.9,44.46644,49.717934,0.04772564239718469,no
19.080000000000002,9.36,11.346001,225.2,190.3,195.2,199.8,205.1,52.92,44.691067,49.717934,-0.020607514824723228,yes
19.04,9.28,11.167001,225.1,190.4,195.2,199.8,205.0,52.980000000000004,43.96923,49.730263,0.034795956684328444,no
19.06,9.3,11.288,225.0,190.7,195.2,199.8,204.8,52.92,37.659035,49.754925,0.033683052616579334,no
19.080000000000002,9.3,11.178,225.2,190.7,195.2,199.8,204.8,52.94,41.6819,49.66861,0.005673930440469932,no
19.0,9.38,10.879001,225.1,190.6,195.2,199.8,204.8,52.86,43.664703,49.680943,-0.04726873697927669,yes
19.02,9.36,11.01,225.0,190.5,195.2,199.8,204.8,52.88,44.362316,49.594624,0.021956101595108857,no
19.0,9.36,10.864,225.0,190.1,195.2,199.9,204.8,52.88,44.420414,49.63162,0.03464336333265283,no
19.06,9.32,11.196,224.9,189.9,195.1,199.9,204.8,52.96,44.77789,49.594624,0.03627943879660872,no
19.04,9.34,10.976001,224.9,189.6,195.1,199.9,204.8,52.92,40.428524,49.717934,0.038664787738401596,no
