col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,scores,anomaly
18.48,9.200000000000001,11.257001,210.0,190.2,194.8,200.2,205.2,52.38,30.16428,39.902588,0.08276183963020928,no
18.46,9.26,11.156,210.0,190.2,194.8,200.1,205.2,52.36,31.939125,39.865593,0.06414468659281841,no
18.48,9.24,11.250001,210.0,190.1,194.9,200.1,205.2,52.38,31.64627,39.853264,0.0767542584046258,no
18.48,9.200000000000001,11.235001,210.0,190.2,194.9,200.1,205.2,52.36,29.995308,39.902588,0.08815294752282016,no
18.48,9.22,11.278001,210.0,190.1,194.9,200.1,205.2,52.36,31.918793,39.902588,0.12022132814234421,no
18.48,9.200000000000001,11.1710005,209.9,190.0,194.9,200.0,205.1,52.36,31.637249,39.951912,0.0805804232995544,no
18.44,9.3,11.056001,209.9,189.7,194.9,200.0,205.1,52.34,30.69004,39.79161,-0.09032270222190608,yes
18.48,9.26,11.217001,210.2,189.7,194.9,200.0,205.1,52.32,31.830387,39.92725,-0.00471690191720886,yes
18.5,9.200000000000001,11.317,210.0,189.7,195.2,199.8,205.1,52.36,31.729488,39.951912,0.02969382625773931,no
18.46,9.22,11.125001,210.2,189.9,195.2,199.8,205.0,52.32,31.705093,39.902588,0.0017426664015638416,no
18.48,9.22,11.284,210.1,190.2,195.2,199.8,204.9,52.38,31.954632,39.865593,0.0698586757622407,no
18.48,9.22,11.193001,210.0,190.1,195.2,199.8,204.8,52.34,31.928177,39.865593,0.07672447791437209,no
18.52,9.22,11.453,209.9,190.2,195.2,199.9,204.8,52.4,31.772804,40.050556,-0.029574269907062134,yes
18.46,9.22,11.176001,209.9,190.2,195.2,199.9,204.8,52.34,31.866035,39.988903,0.05432384903269988,no
18.48,9.200000000000001,11.257001,210.2,190.2,195.1,199.9,204.8,52.36,25.024643,39.890255,-0.03919414185223258,yes
18.46,9.22,11.064,210.0,190.2,195.1,199.9,204.9,52.32,31.681385,40.038227,0.05013625184017906,no
18.46,9.24,11.221001,209.9,190.1,195.0,199.9,204.8,52.36,30.595016,40.001232,0.017791948044172834,no
18.48,9.200000000000001,11.264001,210.2,190.1,195.0,199.9,204.9,52.36,31.846714,39.976574,0.062731866841986,no
18.52,9.18,11.456,210.1,190.1,195.0,199.9,204.9,52.4,31.757717,40.038227,-0.016282047474693306,yes
18.52,9.18,11.456,210.0,190.0,194.8,199.9,204.9,52.4,30.656319,39.951912,-0.019625999310151188,yes
18.46,9.24,11.1,209.9,189.7,194.6,199.9,204.9,52.36,31.849861,39.877926,-0.006948119244622353,yes
18.46,9.22,11.17,210.2,189.7,194.6,199.9,204.9,52.34,31.68356,39.93958,0.0030437505238275486,no
18.48,9.200000000000001,11.362,210.0,189.7,194.7,200.2,204.9,52.34,31.319885,39.853264,0.00431339717371837,no
18.48,9.200000000000001,11.249001,210.0,189.7,194.7,200.2,204.9,52.36,31.74839,39.93958,0.05021600487947914,no
18.44,9.28,11.093,210.0,189.9,194.7,200.2,205.2,52.300000000000004,31.938972,39.877926,-0.03684548590876269,yes
18.48,9.18,11.257001,210.0,190.2,195.1,200.2,205.2,52.34,31.714,39.96424,0.11205692886562008,no
18.48,9.24,11.2960005,210.0,190.2,195.2,200.2,205.2,52.36,30.222435,39.890255,0.07483877646234521,no
18.46,9.26,11.091001,210.1,190.2,195.2,200.2,205.2,52.4,32.007732,39.902588,0.017117724477622165,no
18.48,9.200000000000001,11.194,210.0,190.2,195.2,200.2,205.2,52.38,31.552277,39.79161,0.08709454415568091,no
18.48,9.18,11.226001,209.9,190.2,195.2,200.1,205.2,52.34,29.951477,39.8286,0.02652537962774948,no
18.48,9.200000000000001,11.143001,210.2,190.1,195.2,200.1,205.2,52.4,31.883602,39.890255,0.04667507524903203,no
18.48,9.26,11.203,210.0,190.2,195.2,200.1,205.2,52.34,31.62592,39.840935,0.06279360688796448,no
18.48,9.26,11.203,210.0,190.2,195.2,200.1,205.2,52.34,30.165558,39.865593,0.04626805809600287,no
18.48,9.22,11.250001,210.0,190.2,195.2,200.1,205.2,52.4,31.889935,39.877926,0.1217000580383843,no
18.5,9.22,11.238001,210.0,190.2,195.2,200.0,205.2,52.36,31.649323,39.902588,0.09667613740764613,no
18.44,9.24,11.0130005,210.0,190.2,195.2,200.0,205.2,52.32,31.139755,39.890255,0.016144537638726697,no
18.48,9.18,11.216001,210.0,190.2,195.2,200.0,205.1,52.32,31.72882,39.890255,0.10051412029244194,no
18.48,9.24,11.284,210.0,190.2,195.1,200.0,205.1,52.34,31.971416,39.902588,0.13432980594702015,no
18.5,9.22,11.218,210.0,190.0,195.2,200.0,205.1,52.36,31.646767,39.890255,0.11786018844941643,no
18.48,9.200000000000001,11.286,210.0,190.1,195.2,200.0,205.0,52.36,31.873436,39.951912,0.13673315473352154,no
18.48,9.200000000000001,11.325001,209.8,190.2,195.1,199.8,204.8,52.36,31.919785,40.013565,0.051113226154407165,no
18.5,9.22,11.428,209.9,190.0,195.1,199.8,204.8,52.38,31.829529,40.038227,0.018456991068655615,no
18.48,9.18,11.189,210.2,189.7,195.0,199.8,204.8,52.36,31.898918,39.914917,0.007266601793054606,no
18.46,9.28,11.154,210.0,189.7,194.8,199.9,204.8,52.32,31.930923,39.914917,0.0233232284888355,no
18.52,9.16,11.488001,210.0,189.7,194.8,199.9,204.8,52.38,31.732693,39.93958,-0.01719630150355622,yes
18.52,9.16,11.488001,210.0,189.7,194.8,199.9,204.8,52.38,30.076065,39.988903,-0.04117880454948308,yes
18.5,9.24,11.250001,210.0,189.7,194.8,199.9,204.8,52.36,32.0409,39.92725,0.04147527687847474,no
18.46,9.24,11.108001,210.0,189.7,194.8,199.9,204.8,52.300000000000004,31.646423,39.865593,0.023951301809535752,no
18.5,9.22,11.394001,210.1,190.2,194.8,199.9,204.8,52.36,31.163788,40.001232,0.02828636591219935,no
18.48,9.24,11.216001,210.0,190.2,194.9,199.9,204.9,52.34,31.786861,39.951912,0.1269071461461469,no
18.46,9.24,11.122001,210.0,190.2,194.9,199.9,204.9,52.34,31.91307,39.951912,0.11574110908085261,no
18.46,9.28,11.107,210.0,190.4,194.9,199.9,204.9,52.34,31.721115,39.93958,0.09004850170799028,no
18.48,9.22,11.2630005,210.0,190.4,194.9,200.2,204.9,52.36,31.808128,39.877926,0.14105299012746242,no
18.5,9.200000000000001,11.305,210.0,190.3,194.9,200.2,204.9,52.38,31.918964,39.951912,0.10657483509226295,no
18.46,9.22,11.159,210.0,190.2,194.9,200.2,205.2,52.300000000000004,31.858597,39.890255,0.1128199936629613,no
18.48,9.18,11.303,210.0,190.2,195.2,200.2,205.2,52.36,30.032082,39.914917,0.0900233307071634,no
18.48,9.24,11.320001,210.0,190.2,195.2,200.2,205.2,52.38,31.858768,39.877926,0.13470588301917363,no
18.48,9.16,11.159,210.0,190.0,195.2,200.2,205.2,52.34,31.585293,39.79161,0.07522270915328949,no
18.48,9.24,11.246,210.0,190.0,195.2,200.2,205.2,52.38,30.730438,39.840935,0.09350959761896654,no
18.52,9.22,11.446,210.0,190.2,195.2,200.2,205.2,52.38,31.827106,39.865593,0.054382943301516384,no
18.5,9.16,11.304001,210.0,190.0,195.2,200.2,205.2,52.4,31.678295,39.853264,0.06280390065723246,no
18.48,9.24,11.166,210.0,189.8,195.2,200.2,205.2,52.38,30.898819,39.8286,0.06737528523024622,no
18.46,9.28,11.081,210.0,189.7,195.2,200.2,205.2,52.34,31.776352,39.80394,0.028143911952718592,no
18.5,9.18,11.376,210.0,189.7,195.2,200.1,205.2,52.44,31.817875,39.79161,0.004525392085235169,no
18.48,9.26,11.155001,210.0,189.7,195.1,200.1,205.2,52.34,30.818329,39.79161,0.042888125698424484,no
18.44,9.28,10.956,210.0,189.7,195.2,200.1,205.2,52.300000000000004,31.808453,39.705296,-0.01846857473292951,yes
18.48,9.18,11.224001,210.0,190.2,195.1,200.0,205.1,52.32,31.917477,39.865593,0.09815912544334648,no
18.48,9.22,11.211,209.9,190.2,195.1,200.0,205.1,52.4,31.792526,39.79161,0.073300141415158,no
18.52,9.120000000000001,11.370001,209.9,190.0,195.1,200.0,205.1,52.4,31.82539,39.902588,0.02587625707632224,no
18.48,9.24,11.152,210.2,189.9,195.0,199.8,205.1,52.36,31.943226,39.865593,0.05844144385575689,no
18.48,9.24,11.277,210.1,190.2,194.8,199.8,205.0,52.36,31.69777,39.914917,0.06376242261640408,no
18.48,9.26,11.283001,210.0,190.2,194.8,199.8,204.8,52.4,31.878796,39.92725,0.026237354041632632,no
18.48,9.22,11.161,210.2,190.2,194.6,199.8,204.8,52.32,32.03142,39.92725,0.002257117903401329,no
18.48,9.200000000000001,11.155001,210.0,190.2,194.7,199.8,204.8,52.32,31.691055,39.877926,0.03911604083452824,no
18.48,9.200000000000001,11.155001,209.9,190.2,194.7,199.8,204.8,52.32,30.305443,39.865593,-0.00685071057783837,yes
18.5,9.24,11.195001,210.2,190.2,194.7,199.9,204.8,52.4,31.867962,39.93958,0.002325115411369705,no
18.48,9.22,11.191001,210.0,189.7,194.7,199.9,204.8,52.4,31.557217,39.988903,0.03259453697840997,no
18.48,9.26,11.246,210.0,189.9,194.9,199.9,204.8,52.4,30.24376,39.902588,0.03740860049877648,no
18.5,9.24,11.384001,210.0,189.9,195.2,199.9,204.8,52.4,31.881409,39.914917,0.040510151065224265,no
18.48,9.22,11.134001,210.0,189.8,195.2,199.9,204.8,52.34,31.677322,39.840935,0.08140065937690372,no
18.48,9.22,11.134001,210.0,190.2,195.2,199.9,204.9,52.34,30.795403,39.853264,0.11153544579263008,no
18.48,9.26,11.1,210.0,190.2,195.2,199.9,204.9,52.36,31.8816,39.890255,0.11509443483272425,no
18.48,9.200000000000001,11.214001,210.0,190.1,195.2,200.2,204.9,52.38,31.675167,39.877926,0.1220207615702093,no
18.48,9.200000000000001,11.196,210.0,190.2,195.2,200.2,204.9,52.34,31.264305,39.79161,0.09006843902561529,no
18.48,9.24,11.204,210.0,190.2,195.2,200.2,204.9,52.32,31.799068,39.8286,0.10297176933659952,no
18.48,9.24,11.242001,210.0,190.2,195.2,200.2,205.2,52.32,31.877003,39.76695,0.09786277032939067,no
18.48,9.26,11.178,210.0,190.2,195.2,200.2,205.2,52.36,31.730595,39.8286,0.12702526901754857,no
18.48,9.26,11.178,210.0,190.2,195.2,200.2,205.2,52.36,30.105782,39.76695,0.02855294145384346,no
18.48,9.24,11.097,210.1,190.2,195.2,200.2,205.2,52.36,31.841621,39.742287,0.07888743673278087,no
18.52,9.22,11.357,210.0,190.1,195.2,200.2,205.2,52.34,31.827621,39.816273,0.03041070379102573,no
18.46,9.26,11.029,210.2,190.2,195.1,200.1,205.2,52.300000000000004,31.279984,39.754616,-0.031787070488088376,yes
18.5,9.18,11.374001,210.1,190.2,195.1,200.1,205.2,52.4,31.812592,39.914917,0.04426460799971066,no
18.48,9.24,11.245001,210.0,190.1,195.1,200.1,205.2,52.38,31.734886,39.840935,0.11102914420151139,no
18.5,9.22,11.305,209.9,190.0,195.0,200.1,205.2,52.34,31.046104,39.865593,0.026597285103533208,no
18.48,9.200000000000001,11.217001,210.2,189.9,194.7,200.0,205.2,52.34,31.764336,39.853264,0.02826037833625994,no
18.5,9.200000000000001,11.338,210.0,189.9,194.7,200.0,205.1,52.36,31.799889,39.877926,0.04068031584220322,no
18.46,9.26,11.146001,210.0,189.9,194.7,199.8,205.1,52.36,31.75808,39.840935,0.02884259735382466,no
18.46,9.22,11.149,209.9,189.9,194.7,199.9,205.1,52.32,31.548347,39.890255,0.01236638868576534,no
18.46,9.22,11.115001,209.9,190.2,194.9,199.9,205.1,52.34,31.822853,39.890255,0.051488619146979275,no
18.48,9.18,11.235001,210.2,190.2,195.2,199.9,205.1,52.38,31.638432,39.902588,0.06546552390958449,no
18.48,9.18,11.235001,210.0,190.1,195.2,199.9,205.0,52.38,30.213203,39.92725,0.04939625781773049,no
18.5,9.22,11.103001,209.8,190.1,195.2,199.9,204.8,52.34,31.666527,39.93958,0.04346113870834395,no
18.48,9.26,11.192,209.9,190.2,195.2,199.9,204.8,52.34,31.610394,39.976574,0.056321999150837465,no
18.5,9.22,11.415001,210.2,190.2,195.2,199.9,204.8,52.38,31.012764,40.013565,0.011074402219742319,no
18.5,9.22,11.275001,210.2,190.0,195.2,199.9,204.8,52.36,31.768932,40.013565,0.046695451921889564,no
18.48,9.24,11.208,210.0,189.9,195.2,199.9,204.8,52.300000000000004,31.754494,39.92725,0.07839101828133371,no
18.48,9.200000000000001,11.261001,210.0,189.9,195.2,199.9,204.8,52.36,31.715393,39.877926,0.1030189995150293,no
18.5,9.24,11.35,210.0,189.9,195.1,199.9,204.8,52.32,31.853752,39.951912,0.06925957392437354,no
18.52,9.200000000000001,11.335001,209.9,189.9,195.1,199.9,204.8,52.34,32.03867,39.865593,0.0017392222507160993,no
18.46,9.28,11.068001,209.9,189.7,195.1,200.2,204.9,52.300000000000004,31.607761,39.816273,-0.012945219628282323,yes
18.52,9.200000000000001,11.477,210.2,190.2,195.0,200.2,204.9,52.42,30.663986,39.890255,-0.06179645054908156,yes
18.48,9.24,11.264001,210.0,190.2,195.1,200.2,204.9,52.34,31.792717,39.840935,0.11963581588361366,no
18.48,9.22,11.181001,209.9,190.1,195.0,200.2,204.9,52.32,31.65184,39.890255,0.07588122007852954,no
18.48,9.22,11.194,210.2,190.2,194.8,200.2,204.9,52.32,31.523552,39.890255,0.04203953677245181,no
18.48,9.200000000000001,11.267,210.2,190.2,194.8,200.2,204.9,52.34,31.844883,39.816273,0.044240009523028034,no
18.48,9.26,11.153001,210.0,190.1,194.8,200.2,205.2,52.300000000000004,31.88652,39.8286,0.030863261177674683,no
18.48,9.22,11.156,210.0,190.2,194.8,200.2,205.2,52.36,31.687775,39.865593,0.07838131557797429,no
18.48,9.22,11.156,210.0,190.2,194.8,200.2,205.2,52.36,30.590134,39.80394,0.03184357327353382,no
18.48,9.24,11.175,210.0,190.2,194.9,200.2,205.2,52.34,31.800232,39.742287,0.07071835898094281,no
18.5,9.200000000000001,11.192,210.0,190.1,194.9,200.2,205.2,52.34,31.816387,39.853264,0.0720538505669816,no
18.46,9.26,11.118001,210.0,190.2,194.9,200.1,205.2,52.34,31.679115,39.779278,0.03946152820986104,no
18.48,9.24,11.142,210.0,190.2,194.9,200.1,205.2,52.300000000000004,31.76138,39.816273,0.0671947522566061,no
18.48,9.200000000000001,11.128,210.0,190.0,194.9,200.1,205.2,52.34,31.861362,39.80394,0.07094927864377648,no
18.46,9.3,11.003,210.0,189.9,194.9,200.1,205.2,52.32,31.562576,39.742287,-0.017338058960521652,yes
18.46,9.3,11.003,210.0,189.9,194.9,200.0,205.2,52.32,30.10048,39.816273,-0.048509363709141495,yes
