18.48,9.22,11.279,210,190.2,194.9,200.2,205.1,52.34,31.876469,39.877926
18.5,9.18,11.372001,210,190.2,194.9,200.2,205.1,52.36,31.74944,39.865593
18.48,9.200000000000001,11.212001,209.9,190.2,194.8,200.2,205.1,52.32,31.220245,39.976574
18.46,9.16,11.158001,209.9,189.9,194.8,200.1,205.1,52.28,31.884537,39.877926
18.48,9.200000000000001,11.249001,210.2,190.2,194.9,200.1,205.1,52.32,32.113495,39.988903
18.48,9.16,11.286,210.1,190.2,194.9,200.1,205,52.36,31.647625,39.902588
18.48,9.200000000000001,11.271001,210,190.2,194.9,200.1,204.8,52.34,30.686188,39.976574
18.46,9.200000000000001,11.109,210,189.8,194.9,200,204.8,52.36,31.807137,39.988903
18.46,9.22,11.149,209.9,189.9,194.9,200,204.8,52.32,31.881542,39.988903
18.5,9.18,11.376,210.2,190.2,194.9,200,204.8,52.34,31.672096,40.025894
18.5,9.22,11.411,210.2,190.2,195.2,200,204.8,52.4,31.81057,39.988903
18.44,9.24,10.993001,210,190,195.2,200,204.8,52.300000000000004,31.850204,39.877926
18.46,9.26,11.178,209.9,190.2,195.2,199.8,204.8,52.38,31.66706,40.013565
18.46,9.24,11.203,209.9,190.2,195.2,199.9,204.8,52.36,31.817455,39.976574
18.48,9.22,11.221001,210.2,190,195.2,199.9,204.9,52.4,31.672344,40.038227
18.48,9.22,11.221001,210.2,189.9,195.2,199.9,204.9,52.4,30.471115,40.013565
18.48,9.14,11.213,210,189.9,195.2,199.9,204.9,52.34,31.900673,39.93958
18.48,9.200000000000001,11.264001,210,189.9,195.1,199.9,204.9,52.300000000000004,31.776257,39.877926
18.48,9.200000000000001,11.264001,209.9,189.9,195.1,199.9,204.9,52.300000000000004,30.318832,40.050556
18.5,9.18,11.129001,210.2,189.9,195,199.9,204.9,52.36,31.9697,39.988903
18.48,9.200000000000001,11.225,210,190.2,194.8,199.9,205.2,52.32,31.69508,39.976574
18.5,9.22,11.367001,210,190.2,194.8,199.9,205.2,52.34,30.80101,39.890255
18.46,9.22,11.093,210,190.2,194.8,199.9,205.2,52.300000000000004,31.795158,39.92725
18.46,9.24,11.196,209.9,189.9,194.9,200.2,205.2,52.300000000000004,31.94418,39.902588
18.48,9.22,11.262,210.2,189.9,194.8,200.2,205.2,52.28,31.780052,39.96424
18.48,9.18,11.324,210.1,189.9,194.9,200.2,205.2,52.32,30.470886,39.816273
